CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Valores;Causa_Contingencia
28.757.546/0001-00;2020-06-01;2;1000666-45.2018.5.02.0010;99424.79;ALEGA A RECLAMANTE QUE FOI ADMITIDA PELA PRIMEIRA RECLAMADA EM 01.11.2013, PARA EXERCER A FUNÇÃO DE AGENTE DE CONSERVAÇÃO E ASSEIO, PERCEBENDO COMO ÚLTIMO SALÁRIO A QUANTIA DE R$ 900,00, SENDO DEMITIDO EM 09/2017, COM JUSTA CAUSA.
28.757.546/0001-00;2020-06-01;2;1001468-40.2017.5.02.0087;25145.86;PEDIDOS: RESPONSABILIDADE SUBSIDIÁRIA RECONHECIMENTO DE VÍNCULO DE EMPREGO HORAS EXTRAS INTERVALO INTRAJORNADA FERIADOS LABORADOS EM DOBRO REFLEXOS ADICIONAL DE INSALUBRIDADE ACUMULO DE FUNÇÃO VERBAS RESCISÓRIAS E CONTRATUAIS MULTAS DOS ARTIGOS 467 E 477 DA CLT INDENIZAÇÃO POR DANOS MORAIS EXPEDIÇÃO DE OFÍCIOS HONORÁRIOS ADVOCATÍCIOS.
28.757.546/0001-00;2020-06-01;2;1001480-28.2016.5.02.0010;40000;TRATA-SE DE AÇÃO COLETIVA MOVIDA PELO SINDICATO DOS VIGILANTES COMO SUBSTITUTO PROCESSUAL DOS EMPREGADOS, OBJETIVANDO QUE A 1ª RECLAMADA CONCEDA 10 MINUTOS DE DESCANSO EM ASSENTO A CADA 01 HORA DE TRABALHO, CUJA PRESTAÇÃO DE SERVIÇOS É REALIZADA NA 2ª RECLAMADA.
28.757.546/0001-00;2020-06-01;2;0002279-72.2015.5.02.0059;40000;AÇÃO PROPOSTA EM FACE DE VERZANI & SANDRINI (1ª RECLAMADA) SHOPPING IBIRAPUERA (2ª RECLAMADA) SHOPPING LIGHT (3ª RECLAMADA) E SUBCOMDOMÍNIO SHOPPING CIDADE SÃO PAULO (4ª RECLAMADA). HÁ PEDIDO DE RESPONSABILIDADE SUBSIDIÁRIA EM RAZÃO DA PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS, QUE FOI RECONHECIDA NA SENTENÇA.
28.757.546/0001-00;2020-06-01;2;1002149-54.2016.5.02.0019;40000;1ª RECLAMADA: VERZANI E SANDRINI ADMINISTRAÇÃO DE MÃO DE OBRA 2ª RECLAMADA: SHOPPING CIDADE SÃO PAULO 3ª RECLAMADA: SHOPPING FREI CANECAO RECLAMANTE FOI ADMITIDO AOS PRÉSTIMOS DA PRIMEIRA RECLAMADA EM 09/04/2015 PARA EXERCER A FUNÇÃO DE ATENDENTE.
28.757.546/0001-00;2020-06-01;2;1000806-33.2018.5.02.0090;47481.15;A RECLAMANTE INGRESSOU COM A RECLAMAÇÃO TRABALHISTA, ALEGANDO QUE FOI   ADMITIDO   AOS   SERVIÇOS   DA   PRIMEIRA RECLAMADA  EM 13 DE FEVEREIRO DE 2007,   PARA  EXERCER  A  FUNÇÃO  DE  AUXILIAR DE LIMPEZA, TENDO SIDO PROMOVIDA A LÍDER, E APÓS, A ENCARREGADA, PERMANECENDO  A TRABALHAR  ATÉ  A PRESENTE DATA, PERCEBENDO  COMO  ÚLTIMA  REMUNERAÇÃO  O IMPORTE DE RR$ 1.690,28 (UM MIL, SEISCENTOS E NOVENTA REAIS E VINTE E OITO CENTAVOS).
28.757.546/0001-00;2020-06-01;2;1000860-44.2017.5.02.0054;38000;O RECLAMANTE ALEGA QUE FIRMOU CONTRATO TEMPORÁRIO COM A 2ª RECLAMADA, PARA TRABALHAR NA 1ª RECLAMADA (SHOPPING). 
28.757.546/0001-00;2020-06-01;2;1002232-52.2016.5.02.0025;100000;GODOY SERVIÇOS MÉDICOS EM GERAL S/S LTDA, (1ª RECLAMADA), GOHY SOLUÇÕES EM FACILITIES EIRLEI ¿ME¸ (2ª RECLAMADA), CONDOMÍNIO CIVIL VOLUNTÁRIO DO SANTANA PARQUE SHOPPING, (3ª RECLAMADA), MICONIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA (SHOPPING CIDADE SÃO PAULO), (4ª RECLAMADA), COMPACTA CEBTRAL DE RESTAURAÇÃO E REVESTIMENTO LTDA, (5ª RECLAMADA).
28.757.546/0001-00;2020-06-01;2;1002145-17.2017.5.02.0040;500000;O RECLAMANTE ALEGA QUE FOI CONTRATADO PELA 1ª RECLAMADA EM 01.06.2011 PARA EXERCER A FUNÇÃO DE INSPETOR DE SEGURANÇA. FOI DISPENSADO EM 13.10.2016.
28.757.546/0001-00;2020-06-01;2;1000674-38.2018.5.02.0037;37225.7;O RECLAMANTE ALEGA TER SIDO ADMITIDO PELA 1ª RECLAMADA EM 25 DE JUNHO DE 2012, PARA EXERCER A FUNÇÃO DE ATENDENTE, TENDO PRESTADO SERVIÇOS NAS DEPENDÊNCIA DO SHOPPING CIDADE SÃO PAULO.
28.757.546/0001-00;2020-06-01;2;1001929-22.2017.5.02.0019;100000;A RECLAMANTE FOI ADMITIDA AOS SERVIÇOS DA RECLAMADA EM 02/02/2015 PARA EXERCER A FUNÇÃO DE GERENTE DE MARKETING. FOI DEMITIDA POR JUSTA CAUSA EM 17/04/2017.
30.791.386/0001-68;2020-12-01;1;N/A;0;N/A
32.065.718/0001-52;2020-12-01;1;n/a;n/a;n/a
35.507.457/0001-71;2020-06-01;1;N/A;N/A;N/A
